timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], utilization.gpu [%], clocks.current.memory [MHz], clocks.current.graphics [MHz], utilization.memory [%]
2024/05/07 13:44:38.751, 47, 195.72 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:38.766, 47, 195.72 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:38.777, 47, 195.98 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:38.790, 47, 195.98 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:38.806, 47, 195.98 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:38.817, 47, 196.32 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:38.830, 47, 196.26 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:38.848, 47, 196.26 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:38.859, 47, 196.32 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:38.871, 47, 198.51 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:38.888, 47, 198.51 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:38.899, 47, 198.16 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:38.912, 47, 197.50 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:38.927, 47, 197.50 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:38.938, 47, 197.31 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:38.950, 47, 197.85 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:38.967, 47, 197.85 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:38.977, 47, 198.04 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:38.990, 47, 198.13 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:39.007, 47, 198.13 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.018, 47, 197.85 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.030, 47, 198.23 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.047, 47, 198.23 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.058, 47, 196.86 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.071, 47, 196.01 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.087, 47, 196.01 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.098, 47, 195.44 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.111, 47, 195.34 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.127, 47, 195.34 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.138, 47, 195.63 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.151, 47, 195.66 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.168, 47, 195.66 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.179, 47, 195.72 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:39.192, 47, 195.94 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:39.208, 47, 195.94 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:39.219, 47, 196.16 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:39.232, 48, 196.20 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:39.248, 47, 196.20 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:39.259, 48, 196.42 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:39.272, 47, 196.64 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:39.288, 48, 196.64 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:39.299, 48, 196.42 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:39.312, 48, 196.67 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:39.328, 48, 196.67 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:39.339, 48, 191.98 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.352, 48, 196.01 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.369, 48, 196.01 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.380, 48, 197.78 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.393, 48, 197.21 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.408, 48, 197.21 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.418, 48, 195.75 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.431, 48, 195.75 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.449, 47, 195.75 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.459, 48, 195.78 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.472, 48, 195.59 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.489, 48, 195.59 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.500, 48, 195.44 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.513, 48, 195.44 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.529, 48, 195.44 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.540, 48, 195.63 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.553, 48, 194.99 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.568, 48, 194.99 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.579, 48, 194.87 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.592, 48, 194.96 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.608, 48, 194.96 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.619, 48, 195.15 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.632, 48, 194.87 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.648, 48, 194.87 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.659, 48, 195.15 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.672, 48, 195.15 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.688, 48, 195.15 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.699, 48, 195.15 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.712, 48, 195.06 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.728, 48, 195.06 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.739, 48, 195.03 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.752, 48, 195.12 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.769, 48, 195.12 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.780, 48, 195.25 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.792, 48, 195.06 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.808, 48, 195.06 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.819, 48, 195.06 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.832, 48, 184.42 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:39.850, 48, 184.42 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:39.861, 48, 196.93 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:39.874, 48, 198.89 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:39.890, 48, 198.89 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:39.901, 48, 198.32 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:39.914, 48, 198.45 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:39.929, 48, 198.45 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:39.940, 48, 199.94 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:39.952, 48, 201.01 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:39.970, 48, 201.01 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:39.981, 48, 201.84 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:39.994, 48, 202.38 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:40.009, 48, 202.38 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 51 %
2024/05/07 13:44:40.020, 48, 202.66 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 51 %
2024/05/07 13:44:40.033, 48, 202.47 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 51 %
2024/05/07 13:44:40.049, 48, 202.47 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 51 %
2024/05/07 13:44:40.060, 48, 200.79 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 51 %
2024/05/07 13:44:40.073, 48, 200.60 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 51 %
2024/05/07 13:44:40.090, 48, 200.60 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 51 %
2024/05/07 13:44:40.101, 48, 200.48 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 51 %
2024/05/07 13:44:40.114, 48, 200.79 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 51 %
2024/05/07 13:44:40.130, 48, 200.79 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 51 %
2024/05/07 13:44:40.141, 48, 200.60 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 51 %
2024/05/07 13:44:40.154, 48, 200.41 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 51 %
2024/05/07 13:44:40.169, 48, 200.41 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 51 %
2024/05/07 13:44:40.180, 48, 200.99 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 55 %
2024/05/07 13:44:40.193, 48, 201.27 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 55 %
2024/05/07 13:44:40.210, 48, 201.27 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 55 %
2024/05/07 13:44:40.221, 48, 201.75 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 55 %
2024/05/07 13:44:40.234, 48, 201.46 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 55 %
2024/05/07 13:44:40.249, 48, 201.46 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 55 %
2024/05/07 13:44:40.260, 48, 201.74 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 55 %
2024/05/07 13:44:40.273, 48, 201.83 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 55 %
2024/05/07 13:44:40.289, 48, 201.83 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 55 %
2024/05/07 13:44:40.300, 48, 202.21 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 55 %
2024/05/07 13:44:40.313, 48, 202.21 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 55 %
2024/05/07 13:44:40.329, 48, 202.21 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 55 %
2024/05/07 13:44:40.340, 48, 198.61 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 55 %
2024/05/07 13:44:40.353, 48, 199.27 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 56 %
2024/05/07 13:44:40.371, 48, 199.27 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 56 %
2024/05/07 13:44:40.382, 48, 199.12 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 56 %
2024/05/07 13:44:40.394, 48, 198.83 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 56 %
2024/05/07 13:44:40.411, 48, 198.83 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 56 %
2024/05/07 13:44:40.422, 48, 198.45 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 56 %
2024/05/07 13:44:40.435, 48, 198.42 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 56 %
2024/05/07 13:44:40.450, 48, 198.42 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 56 %
2024/05/07 13:44:40.461, 48, 198.42 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 56 %
2024/05/07 13:44:40.474, 48, 198.61 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 56 %
2024/05/07 13:44:40.490, 48, 198.61 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 56 %
2024/05/07 13:44:40.501, 48, 198.61 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 56 %
2024/05/07 13:44:40.514, 48, 198.99 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 58 %
2024/05/07 13:44:40.530, 48, 198.99 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 58 %
2024/05/07 13:44:40.541, 48, 197.69 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 58 %
2024/05/07 13:44:40.554, 48, 197.65 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 58 %
2024/05/07 13:44:40.570, 48, 197.65 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 58 %
2024/05/07 13:44:40.581, 48, 197.72 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 58 %
2024/05/07 13:44:40.594, 48, 197.82 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 58 %
2024/05/07 13:44:40.610, 48, 197.82 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 58 %
2024/05/07 13:44:40.621, 48, 197.59 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 58 %
2024/05/07 13:44:40.634, 48, 197.69 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 58 %
2024/05/07 13:44:40.650, 48, 197.69 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 58 %
2024/05/07 13:44:40.661, 48, 197.75 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 58 %
2024/05/07 13:44:40.674, 48, 197.85 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 58 %
2024/05/07 13:44:40.691, 48, 197.85 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:40.702, 48, 197.65 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:40.715, 48, 197.85 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:40.731, 48, 197.85 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:40.741, 48, 198.13 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:40.754, 48, 198.42 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:40.771, 48, 198.42 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:40.781, 48, 198.42 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:40.794, 48, 197.94 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:40.811, 48, 197.94 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:40.822, 48, 193.60 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:40.835, 49, 197.02 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:40.852, 49, 197.02 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:40.863, 49, 198.54 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:40.876, 48, 198.26 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:40.891, 49, 198.26 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:40.902, 49, 198.13 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:40.915, 49, 198.13 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:40.931, 49, 198.13 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:40.942, 49, 198.04 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:40.955, 49, 198.04 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:40.971, 49, 198.04 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:40.982, 49, 197.85 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:40.995, 49, 197.72 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.011, 49, 197.72 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.022, 49, 197.31 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:41.035, 49, 196.83 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:41.051, 49, 196.83 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:41.062, 49, 196.74 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:41.075, 49, 196.93 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:41.091, 49, 196.93 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:41.102, 49, 196.80 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:41.115, 49, 196.80 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:41.131, 49, 196.80 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:41.142, 49, 196.89 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:41.155, 49, 196.89 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:41.171, 49, 196.89 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:41.182, 49, 197.21 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:41.195, 49, 197.02 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:41.212, 49, 197.02 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:41.222, 49, 197.24 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:41.235, 49, 197.15 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:41.252, 49, 197.15 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:41.262, 49, 197.40 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:41.275, 49, 197.50 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:41.292, 49, 197.50 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:41.302, 49, 197.56 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:41.315, 49, 195.63 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:41.333, 49, 195.63 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:41.344, 49, 199.18 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 59 %
2024/05/07 13:44:41.357, 49, 199.08 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.372, 49, 199.08 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.383, 49, 198.04 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.396, 49, 197.75 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.412, 49, 197.75 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.423, 49, 198.42 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.436, 49, 198.83 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.452, 49, 198.83 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.463, 49, 199.18 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.476, 49, 199.08 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.492, 49, 199.08 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.503, 49, 198.89 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.516, 49, 198.26 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.533, 49, 198.26 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.544, 49, 197.18 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.557, 49, 196.80 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.572, 49, 196.80 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.583, 49, 196.80 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.596, 49, 196.64 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.613, 49, 196.64 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.624, 49, 196.64 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.637, 49, 196.74 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.652, 49, 196.74 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.663, 49, 196.83 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.676, 49, 196.86 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.693, 49, 196.86 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.704, 49, 197.02 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.716, 49, 197.12 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.733, 49, 197.12 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.744, 49, 197.46 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.757, 49, 197.46 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.773, 49, 197.46 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.784, 49, 197.27 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.796, 49, 197.37 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.813, 49, 197.37 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.824, 49, 197.18 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.837, 49, 198.32 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.854, 49, 198.32 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.865, 49, 197.69 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.878, 49, 196.93 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.893, 49, 196.93 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.904, 49, 196.67 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.917, 49, 196.74 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.933, 49, 196.74 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
2024/05/07 13:44:41.944, 49, 196.42 W, 1335 MHz, 100 %, 850 MHz, 1335 MHz, 60 %
