timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], utilization.gpu [%], clocks.current.memory [MHz], clocks.current.graphics [MHz], utilization.memory [%], name
2024/05/07 20:59:12.683, 70, 168.60 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:12.686, 39, 4.38 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:12.690, 40, 5.46 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:12.794, 68, 182.68 W, 1905 MHz, 92 %, 6500 MHz, 1905 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:12.799, 70, 180.14 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:12.801, 39, 4.27 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:12.805, 40, 5.24 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:12.909, 68, 193.94 W, 1905 MHz, 92 %, 6500 MHz, 1905 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:12.912, 70, 169.50 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:12.915, 39, 4.50 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:12.918, 40, 5.14 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:13.022, 68, 190.09 W, 1905 MHz, 91 %, 6500 MHz, 1905 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:13.026, 69, 177.93 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:13.029, 39, 4.15 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:13.033, 40, 5.46 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:13.137, 68, 185.71 W, 1905 MHz, 91 %, 6500 MHz, 1905 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:13.140, 70, 172.06 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:13.143, 39, 4.45 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:13.146, 40, 5.31 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:13.252, 68, 185.34 W, 1905 MHz, 93 %, 6500 MHz, 1905 MHz, 56 %, Quadro RTX 5000
2024/05/07 20:59:13.254, 70, 180.20 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:13.257, 39, 4.37 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:13.260, 40, 5.42 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:13.364, 68, 189.96 W, 1905 MHz, 93 %, 6500 MHz, 1905 MHz, 54 %, Quadro RTX 5000
2024/05/07 20:59:13.367, 69, 166.35 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:13.370, 39, 4.22 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:13.373, 40, 5.25 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:13.477, 68, 182.96 W, 1905 MHz, 93 %, 6500 MHz, 1905 MHz, 54 %, Quadro RTX 5000
2024/05/07 20:59:13.481, 69, 175.69 W, 1890 MHz, 91 %, 6500 MHz, 1890 MHz, 54 %, Quadro RTX 5000
2024/05/07 20:59:13.484, 39, 3.98 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:13.487, 40, 5.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:13.591, 68, 185.16 W, 1905 MHz, 93 %, 6500 MHz, 1905 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:13.593, 70, 163.91 W, 1890 MHz, 88 %, 6500 MHz, 1890 MHz, 52 %, Quadro RTX 5000
2024/05/07 20:59:13.598, 39, 4.17 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:13.602, 39, 5.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:13.706, 68, 180.12 W, 1905 MHz, 93 %, 6500 MHz, 1905 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:13.709, 69, 175.77 W, 1890 MHz, 88 %, 6500 MHz, 1890 MHz, 52 %, Quadro RTX 5000
2024/05/07 20:59:13.711, 39, 4.24 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:13.715, 40, 5.17 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:13.819, 68, 184.25 W, 1905 MHz, 91 %, 6500 MHz, 1905 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:13.823, 69, 164.75 W, 1890 MHz, 90 %, 6500 MHz, 1890 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:13.826, 39, 4.18 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:13.829, 39, 5.46 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:13.933, 69, 186.12 W, 1905 MHz, 91 %, 6500 MHz, 1905 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:13.936, 70, 173.95 W, 1890 MHz, 90 %, 6500 MHz, 1890 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:13.939, 39, 4.39 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:13.942, 40, 5.31 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:14.046, 68, 183.61 W, 1905 MHz, 92 %, 6500 MHz, 1905 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:14.049, 70, 168.91 W, 1890 MHz, 88 %, 6500 MHz, 1890 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:14.052, 39, 4.14 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:14.055, 40, 5.38 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:14.159, 68, 183.64 W, 1905 MHz, 92 %, 6500 MHz, 1905 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:14.166, 69, 170.43 W, 1890 MHz, 88 %, 6500 MHz, 1890 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:14.168, 39, 4.30 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:14.172, 39, 5.21 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:14.275, 69, 185.92 W, 1905 MHz, 93 %, 6500 MHz, 1905 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:14.278, 70, 171.82 W, 1890 MHz, 90 %, 6500 MHz, 1890 MHz, 54 %, Quadro RTX 5000
2024/05/07 20:59:14.281, 39, 4.09 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:14.284, 40, 5.39 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:14.388, 68, 183.35 W, 1905 MHz, 93 %, 6500 MHz, 1905 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:14.391, 70, 170.32 W, 1890 MHz, 90 %, 6500 MHz, 1890 MHz, 54 %, Quadro RTX 5000
2024/05/07 20:59:14.393, 39, 4.33 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:14.397, 40, 5.19 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:14.500, 68, 186.99 W, 1905 MHz, 93 %, 6500 MHz, 1905 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:14.505, 70, 169.55 W, 1890 MHz, 88 %, 6500 MHz, 1890 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:14.508, 39, 4.26 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:14.511, 40, 5.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:14.616, 69, 181.14 W, 1905 MHz, 93 %, 6500 MHz, 1905 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:14.619, 70, 172.41 W, 1890 MHz, 88 %, 6500 MHz, 1890 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:14.622, 39, 4.38 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:14.625, 40, 5.33 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:14.729, 68, 181.86 W, 1905 MHz, 93 %, 6500 MHz, 1905 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:14.732, 70, 168.60 W, 1890 MHz, 88 %, 6500 MHz, 1890 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:14.735, 39, 4.44 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:14.738, 40, 5.18 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:14.842, 68, 187.48 W, 1905 MHz, 93 %, 6500 MHz, 1905 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:14.847, 70, 173.86 W, 1890 MHz, 89 %, 6500 MHz, 1890 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:14.849, 39, 4.36 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:14.853, 40, 5.52 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:14.957, 68, 181.20 W, 1905 MHz, 93 %, 6500 MHz, 1905 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:14.959, 70, 175.07 W, 1890 MHz, 89 %, 6500 MHz, 1890 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:14.963, 39, 4.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:14.966, 40, 5.30 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:15.070, 69, 188.42 W, 1905 MHz, 93 %, 6500 MHz, 1905 MHz, 52 %, Quadro RTX 5000
2024/05/07 20:59:15.073, 70, 164.53 W, 1890 MHz, 89 %, 6500 MHz, 1890 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:15.076, 39, 4.26 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:15.080, 40, 5.58 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:15.183, 68, 173.71 W, 1905 MHz, 95 %, 6500 MHz, 1905 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:15.187, 70, 173.37 W, 1890 MHz, 89 %, 6500 MHz, 1890 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:15.189, 39, 3.97 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:15.194, 40, 5.20 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:15.298, 68, 191.83 W, 1905 MHz, 95 %, 6500 MHz, 1905 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:15.301, 70, 162.93 W, 1890 MHz, 86 %, 6500 MHz, 1890 MHz, 52 %, Quadro RTX 5000
2024/05/07 20:59:15.304, 39, 4.51 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:15.308, 40, 5.52 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:15.411, 69, 178.10 W, 1905 MHz, 93 %, 6500 MHz, 1905 MHz, 52 %, Quadro RTX 5000
2024/05/07 20:59:15.414, 70, 177.15 W, 1890 MHz, 88 %, 6500 MHz, 1890 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:15.417, 39, 4.35 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:15.420, 40, 5.33 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:15.523, 69, 189.15 W, 1905 MHz, 93 %, 6500 MHz, 1905 MHz, 52 %, Quadro RTX 5000
2024/05/07 20:59:15.527, 70, 164.05 W, 1890 MHz, 88 %, 6500 MHz, 1890 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:15.530, 39, 4.20 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:15.533, 39, 5.32 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:15.637, 69, 187.06 W, 1905 MHz, 93 %, 6500 MHz, 1905 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:15.640, 70, 175.54 W, 1890 MHz, 88 %, 6500 MHz, 1890 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:15.643, 39, 4.29 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:15.647, 40, 5.51 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:15.750, 69, 180.16 W, 1905 MHz, 93 %, 6500 MHz, 1905 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:15.753, 70, 162.64 W, 1890 MHz, 88 %, 6500 MHz, 1890 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:15.756, 39, 4.34 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:15.759, 40, 5.20 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:15.863, 68, 189.61 W, 1905 MHz, 93 %, 6500 MHz, 1905 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:15.865, 70, 167.30 W, 1890 MHz, 89 %, 6500 MHz, 1890 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:15.868, 39, 4.33 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:15.871, 39, 5.58 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:15.975, 69, 173.76 W, 1905 MHz, 90 %, 6500 MHz, 1905 MHz, 51 %, Quadro RTX 5000
2024/05/07 20:59:15.977, 70, 167.80 W, 1890 MHz, 89 %, 6500 MHz, 1890 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:59:15.981, 39, 4.52 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:15.985, 40, 5.20 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:16.089, 69, 190.23 W, 1905 MHz, 90 %, 6500 MHz, 1905 MHz, 51 %, Quadro RTX 5000
2024/05/07 20:59:16.093, 70, 172.31 W, 1890 MHz, 90 %, 6500 MHz, 1890 MHz, 52 %, Quadro RTX 5000
2024/05/07 20:59:16.096, 39, 4.30 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:16.099, 39, 5.69 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:16.203, 69, 185.74 W, 1905 MHz, 93 %, 6500 MHz, 1905 MHz, 56 %, Quadro RTX 5000
2024/05/07 20:59:16.206, 70, 180.02 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:16.209, 39, 4.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:16.212, 39, 5.33 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:16.316, 69, 193.50 W, 1905 MHz, 93 %, 6500 MHz, 1905 MHz, 56 %, Quadro RTX 5000
2024/05/07 20:59:16.318, 70, 169.31 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:16.321, 39, 4.55 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:16.326, 39, 5.08 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:16.429, 69, 194.33 W, 1905 MHz, 93 %, 6500 MHz, 1905 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:16.435, 70, 181.19 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:16.438, 39, 4.37 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:16.441, 40, 5.59 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:16.545, 69, 183.48 W, 1905 MHz, 93 %, 6500 MHz, 1905 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:16.548, 71, 169.77 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:16.551, 39, 4.50 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:16.554, 40, 5.50 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:16.658, 69, 189.83 W, 1905 MHz, 90 %, 6500 MHz, 1905 MHz, 54 %, Quadro RTX 5000
2024/05/07 20:59:16.661, 71, 177.59 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:16.663, 39, 4.29 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:16.667, 40, 5.46 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:16.770, 69, 187.85 W, 1905 MHz, 90 %, 6500 MHz, 1905 MHz, 54 %, Quadro RTX 5000
2024/05/07 20:59:16.776, 70, 172.34 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:16.779, 39, 4.28 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:16.782, 40, 5.24 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:16.886, 69, 185.34 W, 1905 MHz, 93 %, 6500 MHz, 1905 MHz, 56 %, Quadro RTX 5000
2024/05/07 20:59:16.889, 70, 180.44 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:16.891, 39, 4.32 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:16.895, 39, 5.42 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:16.998, 69, 193.47 W, 1905 MHz, 92 %, 6500 MHz, 1905 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:17.001, 71, 171.08 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:17.004, 39, 4.47 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:17.007, 39, 5.23 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:17.111, 69, 184.61 W, 1905 MHz, 92 %, 6500 MHz, 1905 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:17.114, 71, 178.01 W, 1890 MHz, 94 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:17.117, 39, 4.07 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:17.120, 39, 5.50 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:17.224, 69, 192.71 W, 1905 MHz, 91 %, 6500 MHz, 1905 MHz, 54 %, Quadro RTX 5000
2024/05/07 20:59:17.227, 70, 172.71 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:17.232, 39, 4.30 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:17.236, 40, 5.33 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:17.339, 69, 194.72 W, 1905 MHz, 91 %, 6500 MHz, 1905 MHz, 54 %, Quadro RTX 5000
2024/05/07 20:59:17.342, 71, 180.01 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:17.345, 39, 4.16 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:17.348, 40, 5.31 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:17.451, 69, 182.42 W, 1905 MHz, 93 %, 6500 MHz, 1905 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:17.454, 71, 171.31 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:17.457, 39, 4.72 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:17.460, 40, 5.49 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:17.564, 69, 194.59 W, 1905 MHz, 93 %, 6500 MHz, 1905 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:17.567, 71, 179.30 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:17.570, 39, 4.13 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:17.573, 39, 5.61 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:17.677, 69, 183.62 W, 1905 MHz, 92 %, 6500 MHz, 1905 MHz, 54 %, Quadro RTX 5000
2024/05/07 20:59:17.681, 71, 177.93 W, 1890 MHz, 92 %, 6500 MHz, 1890 MHz, 54 %, Quadro RTX 5000
2024/05/07 20:59:17.683, 39, 4.60 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:17.687, 39, 5.48 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:17.790, 70, 192.00 W, 1905 MHz, 93 %, 6500 MHz, 1905 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:17.793, 71, 174.20 W, 1890 MHz, 92 %, 6500 MHz, 1890 MHz, 54 %, Quadro RTX 5000
2024/05/07 20:59:17.796, 39, 4.32 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:17.799, 40, 5.33 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:17.903, 70, 188.14 W, 1905 MHz, 93 %, 6500 MHz, 1905 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:17.906, 71, 173.26 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 56 %, Quadro RTX 5000
2024/05/07 20:59:17.908, 39, 4.45 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:17.912, 40, 5.30 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:18.015, 69, 186.03 W, 1905 MHz, 93 %, 6500 MHz, 1905 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:18.018, 71, 180.01 W, 1890 MHz, 94 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:18.021, 39, 4.40 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:18.024, 39, 5.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:18.129, 69, 193.60 W, 1905 MHz, 93 %, 6500 MHz, 1905 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:18.132, 71, 170.55 W, 1890 MHz, 94 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:59:18.136, 39, 4.07 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:18.140, 39, 5.21 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:18.243, 70, 188.31 W, 1905 MHz, 90 %, 6500 MHz, 1905 MHz, 54 %, Quadro RTX 5000
2024/05/07 20:59:18.246, 71, 176.19 W, 1890 MHz, 94 %, 6500 MHz, 1890 MHz, 54 %, Quadro RTX 5000
2024/05/07 20:59:18.248, 39, 4.30 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:18.252, 39, 5.50 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:18.355, 69, 186.60 W, 1905 MHz, 90 %, 6500 MHz, 1905 MHz, 54 %, Quadro RTX 5000
2024/05/07 20:59:18.358, 71, 170.04 W, 1890 MHz, 94 %, 6500 MHz, 1890 MHz, 54 %, Quadro RTX 5000
2024/05/07 20:59:18.361, 39, 4.21 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:59:18.364, 39, 5.38 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
