timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], utilization.gpu [%], clocks.current.memory [MHz], clocks.current.graphics [MHz], utilization.memory [%], name
2024/05/07 20:54:53.641, 40, 4.13 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:53.744, 40, 5.16 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:53.748, 39, 4.98 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:53.751, 39, 1.85 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:53.755, 40, 4.19 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:53.858, 40, 4.87 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:53.861, 39, 4.90 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:53.865, 39, 1.77 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:53.868, 40, 4.13 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:53.971, 40, 4.71 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:53.975, 39, 4.85 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:53.978, 39, 2.20 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:53.982, 40, 4.28 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.085, 40, 4.90 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.088, 39, 4.80 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.092, 39, 1.78 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.095, 40, 4.24 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.198, 40, 4.53 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.202, 39, 4.87 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.205, 39, 1.71 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.209, 40, 4.36 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.312, 40, 4.44 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.316, 39, 5.01 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.319, 39, 1.92 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.322, 40, 4.45 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.426, 40, 4.75 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.429, 39, 4.81 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.433, 39, 1.62 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.436, 40, 4.58 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.543, 40, 4.82 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.546, 39, 4.62 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.550, 39, 2.15 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.553, 40, 4.62 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.657, 40, 4.71 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.660, 39, 4.79 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.663, 39, 1.62 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.666, 40, 4.35 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.770, 40, 4.93 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.773, 39, 4.61 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.776, 40, 2.18 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.780, 40, 4.38 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.883, 40, 4.46 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.887, 39, 4.62 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.890, 39, 1.92 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.894, 40, 4.14 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:54.997, 40, 4.56 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.001, 39, 4.77 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.004, 39, 1.63 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.008, 40, 4.24 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.111, 40, 4.33 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.115, 39, 4.83 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.118, 39, 2.16 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.121, 40, 4.20 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.225, 40, 4.57 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.228, 39, 4.91 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.232, 39, 1.74 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.235, 40, 4.18 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.338, 40, 4.77 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.342, 39, 4.66 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.345, 39, 2.04 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.348, 40, 4.49 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.452, 40, 4.50 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.455, 39, 4.94 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.459, 39, 1.57 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.463, 40, 4.14 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.566, 40, 4.67 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.570, 39, 4.74 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.573, 39, 2.07 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.576, 40, 4.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.680, 40, 4.37 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.683, 39, 4.82 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.687, 39, 1.93 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.690, 40, 4.19 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.793, 40, 4.88 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.797, 39, 5.01 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.800, 39, 1.62 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.805, 40, 4.47 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.908, 40, 4.34 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.912, 39, 4.74 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.916, 40, 2.33 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:55.919, 40, 4.34 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.024, 40, 4.46 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.027, 39, 5.04 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.031, 39, 1.71 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.034, 40, 4.12 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.138, 40, 4.62 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.141, 39, 4.86 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.145, 39, 2.26 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.148, 40, 4.28 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.252, 40, 4.47 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.255, 39, 4.88 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.259, 39, 1.73 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.262, 40, 4.06 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.366, 40, 4.67 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.369, 39, 5.08 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.373, 39, 2.21 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.376, 40, 4.36 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.480, 40, 4.44 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.483, 39, 4.77 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.487, 39, 1.71 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.491, 40, 4.07 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.595, 40, 4.54 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.598, 39, 4.86 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.601, 39, 1.59 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.605, 40, 4.25 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.708, 40, 4.40 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.713, 39, 4.64 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.716, 39, 2.15 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.719, 40, 4.16 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.823, 40, 4.31 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.827, 39, 4.98 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.831, 39, 1.78 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.834, 40, 4.10 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.937, 40, 4.69 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.942, 39, 4.75 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.945, 39, 2.34 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:56.948, 40, 4.39 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.052, 40, 4.34 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.056, 39, 4.63 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.059, 39, 1.83 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.063, 40, 4.10 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.166, 40, 4.67 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.169, 39, 5.06 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.173, 39, 2.19 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.176, 40, 4.29 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.280, 40, 4.36 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.283, 39, 4.79 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.287, 39, 1.92 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.290, 40, 4.03 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.394, 40, 4.74 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.397, 39, 5.17 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.401, 39, 1.56 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.404, 40, 4.24 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.508, 40, 4.22 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.511, 39, 4.80 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.514, 39, 1.89 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.518, 40, 4.21 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.621, 40, 4.11 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.625, 39, 5.06 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.628, 39, 1.77 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.632, 40, 4.18 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.736, 40, 5.11 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.740, 39, 4.77 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.743, 39, 2.06 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.746, 40, 4.24 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.850, 40, 4.59 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.853, 39, 4.57 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.857, 39, 1.75 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.860, 40, 4.16 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.964, 40, 4.94 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.967, 39, 5.04 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.971, 40, 2.22 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:57.974, 40, 4.26 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.077, 40, 4.46 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.081, 39, 4.80 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.084, 39, 1.95 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.088, 40, 4.19 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.191, 40, 4.78 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.195, 39, 5.18 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.198, 39, 1.51 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.202, 40, 4.31 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.305, 40, 4.37 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.309, 39, 4.66 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.312, 39, 2.08 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.315, 40, 4.22 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.419, 40, 4.14 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.422, 39, 5.18 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.426, 39, 1.87 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.429, 40, 4.14 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.533, 40, 4.82 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.537, 39, 4.70 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.540, 39, 2.19 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.544, 40, 4.36 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.647, 40, 4.38 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.651, 39, 4.68 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.654, 39, 1.91 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.657, 40, 4.25 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.761, 40, 4.96 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.765, 39, 5.18 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.768, 39, 2.10 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.771, 40, 4.24 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.875, 40, 4.54 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.879, 39, 4.95 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.882, 39, 1.92 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.885, 40, 4.14 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.989, 40, 4.82 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.992, 39, 5.23 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.996, 39, 2.37 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:58.999, 40, 4.15 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:59.103, 40, 4.38 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:59.106, 39, 4.82 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:59.110, 39, 2.01 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:59.113, 40, 3.97 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:59.217, 40, 4.96 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:59.221, 39, 5.38 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:59.224, 39, 1.91 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:59.227, 40, 4.17 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:59.331, 40, 4.68 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:59.334, 39, 4.68 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:59.338, 39, 1.92 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:59.341, 40, 3.92 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:59.445, 40, 4.63 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:59.448, 39, 5.23 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:59.452, 39, 1.99 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:59.456, 40, 3.95 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:59.562, 40, 4.86 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:54:59.566, 39, 4.73 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
