timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], utilization.gpu [%], clocks.current.memory [MHz], clocks.current.graphics [MHz]
2024/05/07 21:16:34.941, 39, 7.33 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:34.944, 38, 9.70 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:35.048, 66, 140.30 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:35.053, 38, 8.84 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:35.056, 39, 7.16 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:35.059, 38, 9.77 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:35.163, 66, 152.09 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:35.165, 38, 8.62 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:35.169, 39, 7.10 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:35.172, 38, 9.69 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:35.276, 66, 141.36 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:35.278, 38, 8.73 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:35.282, 39, 7.55 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:35.285, 38, 9.73 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:35.389, 66, 151.05 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:35.396, 38, 8.85 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:35.399, 39, 7.30 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:35.402, 38, 9.89 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:35.506, 66, 143.25 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:35.508, 38, 8.74 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:35.512, 39, 7.51 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:35.515, 38, 9.52 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:35.618, 66, 149.82 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:35.622, 38, 8.70 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:35.626, 39, 7.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:35.629, 38, 9.76 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:35.732, 66, 148.38 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:35.736, 38, 8.52 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:35.740, 39, 7.70 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:35.743, 38, 9.80 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:35.847, 66, 148.28 W, 1890 MHz, 99 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:35.850, 38, 8.62 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:35.853, 39, 7.44 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:35.856, 38, 9.75 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:35.960, 66, 146.45 W, 1890 MHz, 99 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:35.962, 38, 8.71 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:35.965, 39, 7.14 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:35.969, 38, 9.98 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:36.072, 66, 143.86 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:36.078, 38, 8.93 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:36.081, 39, 7.42 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:36.084, 38, 9.79 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:36.188, 66, 147.23 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:36.191, 38, 8.79 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:36.194, 39, 7.28 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:36.197, 38, 10.06 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:36.301, 66, 143.60 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:36.303, 38, 8.76 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:36.307, 39, 7.48 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:36.310, 38, 9.73 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:36.413, 66, 147.36 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:36.418, 38, 8.75 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:36.422, 39, 7.44 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:36.425, 38, 9.48 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:36.529, 66, 141.71 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:36.531, 38, 8.62 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:36.534, 39, 7.51 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:36.538, 38, 10.03 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:36.641, 66, 143.73 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:36.644, 38, 8.65 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:36.647, 39, 7.37 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:36.650, 38, 9.73 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:36.754, 66, 150.08 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:36.756, 38, 8.76 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:36.760, 39, 7.27 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:36.764, 38, 10.01 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:36.867, 66, 141.65 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:36.870, 38, 8.69 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:36.873, 39, 7.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:36.876, 38, 9.73 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:36.980, 66, 150.19 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:36.982, 38, 8.80 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:36.986, 39, 7.30 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:36.989, 38, 9.92 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:37.092, 66, 146.06 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:37.095, 38, 8.72 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:37.098, 39, 7.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:37.102, 38, 9.76 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:37.205, 66, 149.36 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:37.208, 38, 8.73 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:37.212, 39, 7.39 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:37.215, 38, 9.91 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:37.318, 66, 147.70 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:37.325, 38, 8.75 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:37.329, 39, 7.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:37.332, 38, 9.82 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:37.436, 66, 152.18 W, 1890 MHz, 99 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:37.439, 38, 8.39 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:37.442, 39, 7.39 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:37.445, 38, 9.88 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:37.549, 66, 148.34 W, 1890 MHz, 99 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:37.551, 38, 8.51 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:37.554, 39, 7.42 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:37.558, 38, 9.87 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:37.661, 66, 152.01 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:37.665, 38, 8.65 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:37.668, 39, 7.31 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:37.672, 38, 9.76 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:37.775, 67, 143.04 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:37.777, 38, 8.45 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:37.781, 39, 7.52 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:37.784, 38, 9.88 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:37.888, 66, 151.26 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:37.890, 38, 8.66 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:37.893, 39, 7.30 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:37.897, 38, 9.55 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:38.000, 66, 142.89 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:38.006, 38, 8.40 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:38.009, 39, 7.34 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:38.012, 38, 10.12 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:38.116, 66, 148.03 W, 1890 MHz, 99 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:38.118, 38, 9.08 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:38.122, 39, 7.36 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:38.125, 38, 9.86 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:38.229, 66, 143.78 W, 1890 MHz, 99 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:38.232, 38, 8.58 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:38.236, 39, 7.31 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:38.239, 38, 9.62 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:38.343, 66, 144.77 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:38.349, 38, 8.42 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:38.353, 39, 7.45 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:38.356, 38, 10.00 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:38.459, 66, 150.29 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:38.462, 38, 8.67 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:38.465, 39, 7.26 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:38.469, 38, 9.75 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:38.572, 67, 147.69 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:38.575, 38, 8.53 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:38.578, 39, 7.10 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:38.582, 38, 10.04 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:38.685, 66, 148.45 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:38.689, 38, 8.69 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:38.693, 39, 7.61 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:38.696, 38, 9.62 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:38.799, 66, 148.48 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:38.802, 38, 8.53 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:38.805, 39, 7.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:38.808, 38, 9.87 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:38.912, 67, 146.81 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:38.915, 38, 8.74 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:38.918, 39, 7.53 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:38.921, 38, 9.71 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:39.025, 66, 150.07 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:39.030, 38, 8.48 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:39.033, 39, 7.28 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:39.036, 38, 9.77 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:39.140, 67, 146.50 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:39.142, 38, 8.34 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:39.145, 39, 7.42 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:39.149, 38, 9.85 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:39.252, 66, 145.75 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:39.255, 38, 8.71 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:39.258, 39, 7.30 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:39.262, 38, 9.89 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:39.365, 67, 151.18 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:39.368, 38, 8.64 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:39.371, 39, 7.12 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:39.375, 38, 9.97 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:39.478, 67, 146.48 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:39.481, 38, 8.64 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:39.484, 39, 7.54 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:39.487, 38, 9.90 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:39.591, 67, 152.19 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:39.594, 38, 8.63 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:39.597, 39, 7.34 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:39.601, 38, 9.83 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:39.705, 66, 148.42 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:39.707, 38, 8.73 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:39.711, 39, 7.63 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:39.714, 38, 9.90 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:39.817, 67, 151.65 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:39.820, 38, 8.57 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:39.823, 39, 7.35 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:39.826, 38, 9.78 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:39.930, 67, 149.82 W, 1890 MHz, 99 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:39.937, 38, 8.77 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:39.941, 39, 7.59 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:39.944, 38, 9.84 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:40.048, 67, 148.51 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:40.050, 38, 8.74 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:40.054, 39, 7.36 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:40.057, 38, 9.81 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:40.160, 67, 147.76 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:40.163, 38, 8.36 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:40.166, 39, 7.49 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:40.170, 38, 10.10 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:40.273, 66, 147.64 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:40.277, 38, 8.75 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:40.280, 39, 7.36 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:40.284, 38, 9.64 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:40.387, 67, 148.67 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:40.390, 38, 8.49 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:40.393, 39, 7.42 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:40.396, 38, 10.31 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:40.500, 66, 144.64 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:40.503, 38, 8.79 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:40.506, 39, 7.70 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:40.510, 38, 9.70 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:40.614, 66, 150.25 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:40.618, 38, 8.64 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:40.621, 39, 7.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:40.625, 38, 10.07 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:40.728, 67, 143.94 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:40.731, 38, 8.80 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:40.734, 39, 7.86 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:40.737, 38, 9.83 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:40.841, 66, 152.01 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:40.844, 38, 8.46 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:40.847, 39, 7.27 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:40.850, 38, 9.70 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:40.954, 67, 153.50 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:40.958, 38, 8.63 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:40.961, 39, 7.74 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:40.964, 38, 9.97 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:41.068, 66, 141.65 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:41.071, 38, 8.96 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:41.074, 39, 7.39 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:41.078, 38, 9.65 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:41.182, 67, 154.40 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:41.184, 38, 8.56 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:41.188, 39, 7.06 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:41.191, 38, 9.90 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:41.295, 67, 140.77 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:41.297, 38, 8.77 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:41.300, 39, 7.76 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:41.304, 38, 9.65 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:41.407, 66, 153.26 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:41.410, 38, 8.62 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:41.413, 39, 7.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:41.416, 38, 10.12 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:41.520, 67, 139.61 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:41.523, 38, 8.80 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:41.526, 39, 7.88 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:41.529, 38, 9.75 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:41.633, 66, 153.26 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:41.635, 38, 8.56 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:41.638, 39, 7.39 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:41.642, 38, 9.58 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:41.745, 67, 139.39 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:41.748, 38, 8.30 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:41.751, 39, 7.90 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:41.754, 38, 9.81 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:41.858, 66, 140.19 W, 1890 MHz, 99 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:41.862, 38, 8.79 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:41.865, 39, 7.19 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:41.868, 38, 9.88 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:41.972, 66, 153.72 W, 1890 MHz, 99 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:41.975, 38, 8.47 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:41.978, 39, 7.70 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:41.981, 38, 9.82 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:42.085, 67, 139.93 W, 1890 MHz, 99 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:42.087, 38, 8.90 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:42.090, 39, 7.61 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:42.094, 38, 9.88 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:42.197, 66, 153.57 W, 1890 MHz, 99 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:42.200, 38, 8.61 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:42.203, 39, 7.24 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:42.206, 38, 9.87 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:42.310, 67, 140.71 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:42.312, 38, 8.87 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:42.316, 39, 7.77 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:42.319, 38, 9.88 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:42.422, 66, 153.00 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:42.427, 38, 8.61 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:42.430, 39, 7.33 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:42.434, 38, 10.13 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:42.537, 67, 141.78 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:42.539, 38, 8.69 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:42.543, 39, 7.60 W, 300 MHz, 0 %, 405 MHz, 300 MHz
